essay_id	essay_set	essay	essay_score	Foreign languages	Genre	Months of PT	Mother tongue	Nationality	Number of words	Topic	Type of text
ru001CVMTI	Positive and negative aspects of living in Portugal and attending a Portuguese language course	"Esstea experiência dem der dava me tem-me dado muitos aspectos positivos  sóu um aspecto negativo. O aspecto negativo é que eu devia acordar cada dia (cada dia útil dia) muito cedo. Mas esta coisa não é muito malá para mim. Eu queria estudar nestes cursos pn porque eu sempre queria aprender português, e E eu sentei que agora eu falo mais bem melhor do que antes. Sem dúvidas este aspecto é um o aspecto positivo. Para mim, também é muito importante ter as feérias no verão. E os cursos não me atrapalhavam-me ter as fe o descançarso. E aprender a lingua portuguesa é um facto muito positivo no iniício. Porque Portugal é um dos mais bonitos Países do mundo. Estea é o meu a minha opinnião. Aqui eu poçsso ter diferentes distrações: ir à práia, passear, visitar os museus, oas outroas partes o cidades do País, efazer desporto e etc. E este é um aspecto positivo para mim. E Portugal é um País marvilhoso e para Portugal sempre eu quero voltar. a Portugal. E claro qué estes cursos dae Liíngua e cultura portugêuesa ajudam-me mais  profundoamente a aprender não soó a liíngua màas também a aprender sobre todo o País,. E que muito interessante é que Portugal é um País é um País que não tem pmuitoas parecidos semelhanças com outros Países dea Europa, é o especial. E caso tenha s goste muito de Portugal eu tenho soó aspectos positivos destea viagem.
"	3	_	opinion	15	Russian	Russian	211	Daily life	IT
ro012CAITI	Describe the family in the picture	"A familia da imagem 1 é feliz e simpatica. 
O pai tem cabelo preto e curto. Ele tem olhos castanhos claro e amendoados. Ele tem lábios finos. 
A mãe tem cabelo muito bonito. O cabelo da mãe é longo, ondulado e loiro. Ela tem sobrancelhas finas e o nariz pequeno. Os olhos dela são azuis. 
Eles têm 3 filhos, a filha, o filho e o bebé. A filha tem cabelo castanho escuro, longo e ondulado. O nariz dela é pequeno e os olhos dela são verdes. clara 
O filho tem cabelo curto. Ele é moreno. Os olhos dele são azuise amendoados. 
O bebé é muito simpatica. Ele tem colorado rupas Os olhos dele são pequenos. e verdes. Os lábios dele são finas finos 
"	1	English	informative	0	Romanian	Romanian	109	Identification, characterization and description of people and objects	IT
de031CVETD	The life of the informant in Portugal	"Sómente vim em a Portugal há tres dias, por isso ja aindo não posso dizer como a o meu dia-a-dia daqui vai será. Nos tres dias passados  tem visto a cidade. Com duas amigas da Alemanha fomos nos difarentes bairros differentes de Lisboa, e quando não pudemos continuar a andar, fomos à praia de Cascais, para apanhar sol e tomar um banho.
Mas a minha vida durante a semana será f diferente. Acordar-me-ei mais cedo, e irei para a Universidade. Depois,  regresa regressarei a casa para comer a e espero que poderei podrei fazer e desco muitas coisas e descubrir  e lugares interessantes durante as próximas semanas em Portugal.
"	2	_	recount	9	German	German	97	Daily life	DT
es025CVETF	Letter of complaint to a travel agency	"Lisboa, a 28 de Julho de 2011.
Assunto: Reclamação referente a compra ""Pacote de ferias para a ilha paradisiaca: A Roatan"".
Exmos. Srs.
Na data 2 de Julho de 2011 eu comprei na vossa agência de viagens um pacote de ferias para a ilha paradisiaca de Roatan no mar  Caribe. V. Exas prometeram-me;: Transfer do aeroporto para o hotel, quarto com vista magnifica para o mar, praia de areia branca e limpa, quarto com televisão, ar condicionado e secador de cabelo e todas as refeições incluidas.
Mas quando eu chegei ao destino, verifiquei com muita surpresa que tudo era diferente ao oferecido. Ninguem foi a aeroporto a receber-me, eu tive que apanhar um taxi. O quarto não tinha nenhuma vista magnifica, a vista era horrivel, uma feia e velha rua. Tampoco a praia era boa. O secador de cabelo estava estragado. Por ultimo as refeiçaões eram pésimas. Foi uma chatice de viagem!!
Por todos eisso eu estou muito irritada e descontente com  vossa agência. Peço-vos  me restituam o pago já feito como contempra a lei num plazo maximo de trinta dias. Si é impossivel esta solução eu vou fazer  uma reclamação ou queixa a Defesa do Consumidor.
Os melhorses coumprimentos.
"	2	_	formalLetter	5	Spanish	Spanish	200	Services	FT
zh062CVE1TI	Letter inviting a friend to visit Portugal	"Lisboa, 19 de setembro de 2011
Querida FF,
Olá! Como estás? É  primeira vez que te escrevo depois  cheguei de chegar desde que cheguei a Portugal. Estou bem cá e espero que também estejas bem.
Já fico estou cá por há quase 2 meses e estou a gostar da minha vida em Portugal. Tens de vir cá e, então, podemos viajar ir a muitos lugares juntas! O meu quatrrto tem duas camas e podes dormir no meu quarto quando vens.
O tempo do verão de Portugal é muito bom, sempre com sol mas não é quente demais e também, rarelmente raramente chove. Não deixes de ir às praias, porque são giríssimoas. Com água azul e areina branca, embora a água é seja apesar de a água ser um pouco fria. As praias em Lisboa e Sintra também são boas mas as praias no Algarve são as melhoraes. De Lisboa para o Algarve só demora cerca de 3 horas de comboio, não é muito longe e por isso, é bom ir a lá por alguns dias em vez de só ficar em Lisboa.
Em Lisboa, tens de visitar Belém e Sintra. Há muitos meuseus em Beleém e, um grande monsteiro que é muito lindo. Não deixes-de provar um pastel de Belém. Em Sintra, há muitos palácios que podes visitar. O Palácio de Pena é um dos famosos e é muito bonito. E também, não se esqueces te esqueças de provar uma queijada quando estás em Sintra.
Vou terminar aqui agora mas tens de pensar quando vens a Portugal! Tenho muitoas saudades tuas.
Muitos beijinhos para ti.
Da tua amiga,
FF
"	2	English	personalLetter	8	Chinese (Cantonese)	Portuguese	251	Travel	IT
zh008CVM3TD	Letter to a friend about beach vacations	"4 de Agosto de 2010
Nuno,
Como estás? O steu curso de línuga de suecáa correu bem? Estou a passar férias em Portugal. Estou na Algraarve e fui a à praia de Ouro. Aluguei um apartemento na em Albufeira durante um mês. Caso queiras Queres vir cá e passasr a férias comigo? OAs praias de Albufeira são lindas, apanho sol e nado nas vaárias praias todos os dias. Também gosto de andar de bicicleta para passear em/por todos os lados. Se for possível, viajamos cá, ou seja, vamos podemos ir ao Penichie que é uma vila de pescadores onde que fica a norte de Lisboa. É bom que praticquemos de surf, tomemos banho e nademos na praia, não é?
Bom, por agora é tudo.
Bjs.
Joana
"	3	English	personalLetter	6	Chinese	Chinese	117	Travel	DT
pl087CAITI1	How is your ordinary day like?	"Eu prefiro roupas    minhas cores favoritas são preto azul e cinza. Eu gosto vestir confortavelmente Em proximo fim-de-semana para o meu amigo viajar da Espanha; (Madrid e Barcelona Queremos visitar Madrid e Barcelona. e as dorme Dormem para  nossa amiga em para dela casa.
Levanto-me Durante o e semana levanto-me cedo. Tengo pequeno-almoço: cafe e pasteis de nata. Vou para universitaria e tengo almoço. Venho para casa e duermo. Saio para meus amigos e vou dormir. 
"	1	English	recount	0	Polish	Polish 	52	Daily life	IT
ro025CAMTF	Reasons to take vacations	"Hoje em dia as pessoas esquecem-se de terem algum tempo só por elas. Toda a tecnología, toda a velocidade das coisas, a mass-média, o télévisão, o internet fazem-nos mais agitados, stressados e nos não podemos mais ouvir o silencio ou os nossos pensamentos. Por isso o trabalho também sucedou de ligar a maior parte de nos e as férias não são ainda mais um periodo por a nossa tranquilidade. 
Por mim, felizmente, não e assim. Eu adoro estar em ferias, e um tempo para mim e as pessoas caras para mim, um tempo em qual eu descubro novas lugares e culturas, mas descubro mais sobre mim também. As férias ideiais são aquelas em qual eu posso desligar-me de toda agitação, respirar o aero puro do mundo e admirar a beleza dela. 
O que é ter férias? E viver e estar feliz! 
"	3	French	opinion	6	Romanian	Romanian	141	Travel	FT
zh040CASTF	Advantages and disadvanteges of tourism	"Vantagens e desvantagens do Turismo.
Antigamente, a viagem não é era muito cuomum na nossa vida, porque aos trânsitos não são convientes, sempre que passam tanto tempo que vai a um lugar perto meios de transporte eram insuficientes e demorava-se muito tempo a chegar a um lugar próximo.
Mas, no século XX, por causa deo desenvolvimento dea sciência, nós podemos viajar pelo de avião, de autocarro ou de comboio. Por isso, o sector do turismo é estimulado, e traz-nos a séria uma série de vantagens e desvantagens.
Primeiro, o turismo vai trazer-nos oportunidades comerciais. Pporque quando oas pessoas vão  outro país ou lugar para passarem as férias, sempre têm sempre vondtade de gastar dinheiros, eles prescicsam dose hoteéis, dose restaurantes e dose bares, quase em todos os momentos deos viagens são dificeis de é difícil poupar dinheiros. Se nós as aproveitarmos-las, a economia vai desenvolver-se muito pelos turismos graças ao turismo.
Também podemos promover o nosso país através dao turismo, é É uma boa experiência que experimenta conhecer as culturas estrangeiras, quando mais se sabe mais as da histórias daquele de um lugar, vai divertir-se mais, apreciar mais! mais divertido é e mais se aprecia!
Agora Atualmente, o turismo é um pilar dea economia de muitos países, as receitas deo turismo são a maioria de taxa de importantes para os governos. Mas, uma faca sempre tem dois lados gumes, e o turismo também dá-nos má influência causa prejuízos. Normalmente Quandto mais as pessoas vão a um local, normalmente tanta mais destruição eles fazem. Tal como, Assim, as praias que devem ser sossegasdas e bonitas, mas agora, por causa deo turismo, as praias perdem não têm o que devem ter, agora só têm lixos, chapéus de sol, e as massas!
Nós devemos manter a equidade o equilíbrio entre oas vantagens e oas desvantagens do turismo. Por um lado, desenvolver este sector para ganhar ter mais receitas,; por outro lado, reduzir as destruiçoões em ao mínimo.
"	5	English	opinion	48	Chinese (Cantonese)	Chinese	262	Society economy and politics	FT
ru009CASTF	Letter for a magazine commenting on a poem	"É com grande prazer  gostava de partilhar os meus pensamentos sobre o tema da liberdade humana, o tópico raras vezes abordado na poesia e que foi tão bem explicito pelo Fernando Pessoa.
Nos dias que correm, o tema da liberdade humana continua a ser um tópico bastante actual, pois há inúmeros exemplos em várias partes do mundo de os povos  lutarem pelos seus direitos.
Referindo à abordagem do F. Pessoa sobre estea temática, à primeira vista sobresai o tom leve e divertido do poema que pode eventualmente difundir, levando-nos a pensar que o escritor abordou o tópico com ironía.
Todavia, entre as línias e atrás das palavras leves como ""Ai que prazer, Não cumprir um dever"", está escondida uma intensa preocupação com a humanidade e o seu futuro.
Este é um dos temas que merece o mais elevado grau de atenção, uma vez que se trata   das questões tão importantes na vida dos seres humanos. Nas sociedades desenvolvidas, todos nós temos  direito de fazer as  próprias escolhas e tomar as decisões que achamos correctas.
"	5	_	formalLetter	12	Russian	Ukrainian	174	Culture and philosophy	FT
de048CVATF	Studying a new language may improve our capacity of learning new things in other areas	"Aprender uma língua estrangeira pode beneficiar-nos em vaárias áreas. O nosso ceérebro é o órganão mais complexo que existe. Quando aprendemos um idioma estrangeiro, treinamos a área auditiva, a área da produção das palavras, a organização, a estrutura e o planeamento. No entanto, estas são só poucas das funções que estão ativas no processo da aprendizagem No meu caso pessoal, ajuda-me muito a comparar os cinco idiomas que falo, a fim de perceber as diferenças e as semelhanças entre umas e outras. Além disso, é importante no mundo do emprego. EnqQuanto mais liínguas falesres, melhor serás recompensado Na Suiça, uma pessoa que seja capaz de falar vaárias linguas estrangeiras é melhor  mais bem paga que pessoas que falem só uma. De facto, cada liíngua é paga individualmente,   significa que uma pessoa que fale muitas liínguas, pode exigir um aumento considerando todas  linguas faladas por ela.
Obviamente, também nos serve o conhecimento se formos viajar aos paiíses, cujas liínguas sabemos falar. Permite-nos de entrar em contacto com outras culturas e personalidades, o qual pode enriquezer a nossa vida em aspetos culturáais e pessoáais.
"	4	English	opinion	_	German	Swiss	180	Language	FT
nl027CAATF	Letter of congratulation to a hotel	" Cara empregados de hotel Feliz! 
Estava Fiquei no seus hotel o fim de semana passada e gostei muito! Estava como estar no numa grande família. So Nunca visitei Lisbaoa e por isso fiquei muito feliz com seus ajuda de localisar os melhor barres da cidade. Sobre tudo um dos empregados fui conm conmigo e tivemos muitos divertidos toda a noite. 
Vis Tivemos visitar barres e clubes e no fim da noite estavamos um pouco bêbidos! Não faz mal! No proximo dia tive um poco dor de cabeza, mas os empregados trouxerem-me um pequeno-almoço na cama. Qué serviço! 
Antes de recuperrar da noite, eu visitei interessantes lugares na cidade como o castelo de São George e Alfama. Q Quando eu andei nas ruas, o na fin fiquei perdido. Não me lembrei onde fiqu fica o hotel ou o que é o o o seu nome. Felizmente o numero do teléfono de dum empre emprego estava na minha telemovel e ele busca-me e trouxe-me no no hotel. Verdadeira amigo! Para todos eu vou dizer: muitos obrigado! Também mueir quero dizer que talvez o proximo vez eu em estou vou estar em Lisboa, eu vá pagar o conto! Muito obridado! 
"	4	English	formal letter	60	Dutch	Dutch 	179	Servicies	FT
